rowid,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,manual_tags1,manual_tags2,manual_tags3,manual_tags4,manual_tags5,manual_tags6,manual_tags7,manual_tags8,manual_tags9,manual_tags10,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,OpenDataBadge,OpenMaterialsBadge,PreregisteredBadge,ErratumTag,effective_year,PROpenData,PRPreregistered,PROpenMaterials,DEPreregistered,TCPreregistered,PreregisteredPlus,study_id
1337,TAI5TZ6X,journalArticle,2019,"Kuper, Niclas; Bott, Antonia",Has the evidence for moral licensing been inflated by publication bias?,Meta-Psychology,NA,2003-2714,10.15626/MP.2018.878,https://open.lnu.se/index.php/metapsychology/article/view/878,"Moral licensing describes the phenomenon that displaying moral behavior can lead to subsequent immoral behavior. This is usually explained by the idea that an initial moral act affirms the moral self-image and hence licenses subsequent immoral acts. Previous meta-analyses on moral licensing indicate significant overall effects of d> .30. However, several large replication studies have either not found the effect or reported a substantially smaller effect size. The present article investigated whether this can be attributed to publication bias. Datasets from two previous meta-analyses on moral licensing were compared and when necessary modified. The larger dataset was used for the present analyses. Using PET-PEESE and a three-parameter-selection-model (3-PSM), we found some evidence for publication bias. The adjusted effect sizes were reduced to d= -0.05, p= .64 and d= 0.18, p= .002, respectively. While the first estimate could be an underestimation, we also found indications that the second estimate might exaggerate the true effect size. It is concluded that both the evidence for and the size of moral licensing effects has likely been inflated by publication bias. Furthermore, our findings indicate that culture moderates the moral licensing effect. Recommendations for future meta-analytic and empirical work are given. Subsequent studies on moral licensing should be adequately powered and ideally pre-registered.",2019-05-14,2020-01-29T07:59:10Z,2020-01-29T07:59:32Z,2020-01-29T07:59:10Z,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,"Copyright (c) 2019 Niclas Kuper, Antonia Bott",NA,NA,NA,open.lnu.se,NA,NA,NA,C:\Users\Steve\Zotero\storage\VMZ6J6LR\Kuper and Bott - 2019 - Has the evidence for moral licensing been inflated.pdf; C:\Users\Steve\Zotero\storage\BVU4AGYK\878.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,Meta-analysis; Publication bias; Replication crisis; Moral licensing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001337
1338,TAPSHXAT,journalArticle,2017,"John, Leslie K.; Donnelly, Grant E.; Roberto, Christina A.",Psychologically Informed Implementations of Sugary-Drink Portion Limits,Psychological Science,NA,0956-7976,10.1177/0956797617692041,https://doi.org/10.1177/0956797617692041,"In 2012, the New York City Board of Health prohibited restaurants from selling sugary drinks in containers that would hold more than 16 oz. Although a state court ruled that the Board of Health did not have the authority to implement such a policy, it remains a legally viable option for governments and a voluntary option for restaurants. However, there is very limited empirical data on how such a policy might affect the purchasing and consumption of sugary drinks. We report four well-powered, incentive-compatible experiments in which we evaluated two possible ways that restaurants might comply with such a policy: bundling (i.e., dividing the contents of oversized cups into two regulation-size cups) and providing free refills (i.e., offering a regulation-size cup with unlimited refills). Bundling caused people to buy less soda. Free refills increased consumption, especially when a waiter served the refills. This perverse effect was reduced in self-service contexts that required walking just a few steps to get a refill.",2017-05-01,2018-03-20T00:35:02Z,2018-03-20T00:35:16Z,2018-03-20T00:35:02Z,620-629,NA,5,28,NA,Psychol Sci,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\MZZAWUBD\John et al. - 2017 - Psychologically Informed Implementations of Sugary.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001338
1339,TC7M6GBP,journalArticle,2018,"Riches, Nick; Jackson, Laura",Individual Differences in Syntactic Ability and Construction Learning: An Exploration of the Relationship,Language Learning,NA,1467-9922,10.1111/lang.12307,https://onlinelibrary.wiley.com/doi/abs/10.1111/lang.12307,"Syntactic abilities vary across individuals. Weak syntax is typically ascribed to limited competence (knowledge) or poor performance (processing). However, with many questioning this dichotomy, alternative explanations should be considered. Arguments related to language exposure are insufficient because language-impaired children often have good input. An alternative account, the learning hypothesis, assumes that individual variation in syntactic abilities reflects variation in construction-learning ability. To evaluate this claim, we tested construction learning in 49 5-year-old English-speaking children, targeting two complex constructions rarely attested in child-directed speech, though with no control of prior exposure. The results revealed that there was substantial variation in the children's construction-learning ability, which was strongly associated with their performance on static standardized language assessments (the Test of Reception of Grammar and the Renfrew Action Picture Task) and that nonadjacent open slots were problematic. While our findings supported the learning hypothesis, further research should determine causes of individual variation in syntactic ability. Open Practices This article has been awarded an Open Materials badge. Study materials are publicly accessible via the Open Science Framework at https://osf.io/ztrnq. Learn more about the Open Practices badges from the Center for Open Science: https://osf.io/tvyxz/wiki.",2018,2019-03-31T14:04:42Z,2019-03-31T14:05:06Z,2019-03-31T14:04:42Z,973-1000,NA,4,68,NA,NA,Individual Differences in Syntactic Ability and Construction Learning,NA,NA,NA,NA,NA,NA,en,"© 2018 Language Learning Research Club, University of Michigan",NA,NA,NA,Wiley Online Library,NA,NA,NA,C:\Users\Steve\Zotero\storage\AMYE6VKV\Riches en Jackson - 2018 - Individual Differences in Syntactic Ability and Co.pdf; C:\Users\Steve\Zotero\storage\GVZD5HM9\lang.html,NA,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,children; syntax; individual differences; construction grammar; language development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001339
1340,TCJND7A4,journalArticle,2019,"Crossman, Margot; Bartl, Gergely; Soerum, Rebecca; Sandrini, Marco",Effects of transcranial direct current stimulation over the posterior parietal cortex on episodic memory reconsolidation,Cortex,NA,0010-9452,10.1016/j.cortex.2019.08.009,http://www.sciencedirect.com/science/article/pii/S0010945219302977,"Consolidated memories may return to labile/unstable states after their reactivation, thus requiring a restabilization process that is known as reconsolidation. During this time-limited reconsolidation window, reactivated existing memories can be strengthened, weakened or updated with new information. Previous studies have shown that non-invasive stimulation of the lateral prefrontal cortex after memory reactivation strengthened existing verbal episodic memories through reconsolidation, an effect documented by enhanced delayed memory recall (24 h post-reactivation). However, it remains unknown whether the left posterior parietal cortex (PPC), a region involved during reactivation of existing episodic memories, contributes to reconsolidation. To address this question, in this double-blind experiment healthy participants (n = 27) received transcranial direct current stimulation (tDCS) with the anode over the left PPC after reactivation of previously learned verbal episodic memories. Memory recall was tested 24 h later. To rule out unspecific effects of memory reactivation or tDCS alone, we included two control groups: one that receives tDCS with the anode over the left PPC without reactivation (n = 27) and another one that receives tDCS with the anode over a control site (primary visual cortex) after reactivation (n = 27). We hypothesized that tDCS with the anode over the left PPC after memory reactivation would enhance delayed recall through reconsolidation relative to the two control groups. No significant between groups differences in the mean number of words recalled on day 3 occurred, suggesting no beneficial effect of tDCS over the left PPC. Alternative explanations were discussed, including efficacy of tDCS, different stimulation parameters, electrode montage, and stimulation site within the PPC.",2019-12-01,2020-01-30T08:08:39Z,2020-01-30T11:59:54Z,2020-01-30T08:08:38Z,78-88,NA,NA,121,NA,Cortex,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,ScienceDirect,NA,NA,NA,C:\Users\Steve\Zotero\storage\CIUKFISM\Crossman et al. - 2019 - Effects of transcranial direct current stimulation.pdf; C:\Users\Steve\Zotero\storage\TEWXKADY\S0010945219302977.html,NA,OSBadgeOpenData,OSBadgePreregistered,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,tDCS; Parietal cortex; Episodic memory; Long-term memory; Reconsolidation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001340
1341,TCY5E9US,journalArticle,2019,"Dutriaux, Léo; Dahiez, Xavière; Gyselinck, Valérie",How to change your memory of an object with a posture and a verb,Quarterly Journal of Experimental Psychology,NA,1747-0218,10.1177/1747021818785096,https://doi.org/10.1177/1747021818785096,"According to grounded cognition, the format of representation of knowledge is sensorimotor. This means that long-term memory shares processing resources with the sensorimotor system. The main objective of this work is to provide new evidence in favour of two claims from the embodied cognition framework: (1) memory is grounded on the sensorimotor system, that is, memory shares processing resources with the sensorimotor system, and (2) memory serves at least in part to support action. For this purpose, the present experiment aimed to show that the action context modulates the motor simulation and, consequently, the memory of manipulable objects. Participants were presented with short phrases comprising the name of a manipulable object, and an action verb (“To take a cup”) or an attentional verb (“To see a cup”). During this phase, they had to put their hands in front of them in the control condition, whereas they had to keep them behind their back in the interfering condition. A cued recall test followed after a short distractive letter-matching task, with the verbs serving as cues. Results showed that memory of the words denoting manipulable objects was impaired by the interfering posture when associated with an action verb, but not when associated with an attentional verb. This suggests that a context which does not favour action interferes with motor simulation and thus decreases the memory of manipulable objects. These results provide strong evidence for a grounded account of memory and language.",2019-05-01,2020-02-05T06:02:23Z,2020-02-05T06:02:59Z,2020-02-05T06:02:23Z,1112-1118,NA,5,72,NA,Quarterly Journal of Experimental Psychology,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\XDS6HDAP\Dutriaux et al. - 2019 - How to change your memory of an object with a post.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,language; action; Grounded cognition; long-term memory; mental model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001341
1342,TCYUX5UX,journalArticle,2019,"Stavrova, Olga",Having a Happy Spouse Is Associated With Lowered Risk of Mortality,Psychological Science,NA,0956-7976,10.1177/0956797619835147,https://doi.org/10.1177/0956797619835147,"Studies have shown that individuals’ choice of a life partner predicts their life outcomes, from their relationship satisfaction to their career success. The present study examined whether the reach of one’s spouse extends even further, to the ultimate life outcome: mortality. A dyadic survival analysis using a representative sample of elderly couples (N = 4,374) followed for up to 8 years showed that a 1-standard-deviation-higher level of spousal life satisfaction was associated with a 13% lower mortality risk. This effect was robust to controlling for couples’ socioeconomic situation (e.g., household income), both partners’ sociodemographic characteristics, and baseline health. Exploratory mediation analyses pointed toward partner and actor physical activity as sequential mediators. These findings suggest that life satisfaction has not only intrapersonal but also interpersonal associations with longevity and contribute to the fields of epidemiology, positive psychology, and relationship research.",2019-05-01,2020-01-29T05:52:21Z,2020-01-29T05:52:31Z,2020-01-29T05:52:21Z,798-803,NA,5,30,NA,Psychol Sci,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\2S5NEQ5N\Stavrova - 2019 - Having a Happy Spouse Is Associated With Lowered R.pdf,NA,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,life satisfaction; mortality; open materials; couples; dyadic analyses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001342
1343,TE9L7I7Y,journalArticle,2019,"Gaither, Sarah E.; Chen, Jacqueline M.; Pauker, Kristin; Sommers, Samuel R.",At face value: Psychological outcomes differ for real vs. computer-generated multiracial faces,The Journal of Social Psychology,NA,0022-4545,10.1080/00224545.2018.1538929,https://doi.org/10.1080/00224545.2018.1538929,"Multiracial research emphasizes hypodescent categorizations and relies on computer-generated stimuli. Four experiments showed that real biracial faces in a 2-Choice categorization task (White, Black) elicited hypodescent more than computer-generated faces. Additionally, Experiment 2 showed a 2-Choice categorization task with real biracial faces increased racial essentialism more than a 3-Choice categorization task. Experiment 3 showed that mere exposure to real biracial faces did not increase essentialism. Finally, Experiments 4a and 4b replicated hypodescent outcomes when comparing real biracial faces to computer-generated versions of those same faces. In sum, these findings initiate a discussion surrounding the methodology of multiracial categorizations.",2019-09-03,2020-02-04T06:40:44Z,2020-02-04T06:40:58Z,2020-02-04T06:40:44Z,592-610,NA,5,159,NA,NA,At face value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taylor and Francis+NEJM,NA,PMID: 30376420,NA,C:\Users\Steve\Zotero\storage\HZUI8IVR\Gaither et al. - 2019 - At face value Psychological outcomes differ for r.pdf; C:\Users\Steve\Zotero\storage\23M7GTGJ\00224545.2018.html,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,Correction; Computer-generated faces; hypodescent; multiracial categorization; racial essentialism; real biracial faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001343
1344,TEH8ZIQF,journalArticle,2019,"Chen, Yalin; Campbell, Jamie I. D.",Evidence for a retrieval over a sum counting theory of adults’ simple addition.,Canadian Journal of Experimental Psychology,NA,"1878-7290, 1196-1961",10.1037/cep0000171,http://doi.apa.org/getdoi.cfm?doi=10.1037/cep0000171,NA,2019-06,2020-01-30T03:59:34Z,2020-01-30T04:00:27Z,2020-01-30T03:59:34Z,69-78,NA,2,73,NA,Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,NA,NA,C:\Users\Steve\Zotero\storage\US8UI46P\Chen and Campbell - 2019 - Evidence for a retrieval over a sum counting theor.pdf,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001344
1345,TFJJUMR8,journalArticle,2018,"O’Connor, Kieran; Cheema, Amar",Do Evaluations Rise With Experience?,Psychological Science,NA,"0956-7976, 1467-9280",10.1177/0956797617744517,http://journals.sagepub.com/doi/10.1177/0956797617744517,"Sequential evaluation is the hallmark of fair review: The same raters assess the merits of applicants, athletes, art, and more using standard criteria. We investigated one important potential contaminant in such ubiquitous decisions: Evaluations become more positive when conducted later in a sequence. In four studies, (a) judges’ ratings of professional dance competitors rose across 20 seasons of a popular television series, (b) university professors gave higher grades when the same course was offered multiple times, and (c) in an experimental test of our hypotheses, evaluations of randomly ordered short stories became more positive over a 2-week sequence. As judges completed repeated evaluations, they experienced more fluent decision making, producing more positive judgments (Study 4 mediation). This seemingly simple bias has widespread and impactful consequences for evaluations of all kinds. We also report four supplementary studies to bolster our findings and address alternative explanations.",2018-05,2019-04-06T17:57:00Z,2019-04-06T17:57:43Z,2019-04-06T17:57:00Z,779-790,NA,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Crossref,NA,NA,NA,C:\Users\Steve\Zotero\storage\2T4RVKVK\O’Connor en Cheema - 2018 - Do Evaluations Rise With Experience.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001345
1346,TFTNBDW5,journalArticle,2017,"Kim, Sung Eun; Margalit, Yotam",Informed Preferences? The Impact of Unions on Workers' Policy Views,American Journal of Political Science,NA,1540-5907,10.1111/ajps.12280,https://onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au/doi/abs/10.1111/ajps.12280,NA,2017-07-01,2018-04-04T01:07:51Z,2018-04-04T01:07:59Z,2018-04-04T01:07:51Z,728-743,NA,3,61,NA,NA,Informed Preferences?,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au,NA,NA,NA,C:\Users\Steve\Zotero\storage\T2X2VC9X\Kim and Margalit - 2017 - Informed Preferences The Impact of Unions on Work.pdf; C:\Users\Steve\Zotero\storage\Y5JYMJ59\ajps.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001346
1347,TFWQU5KR,journalArticle,2018,"Hance, Margaret A.; Blackhart, Ginette; Dew, Megan","Free to be me: The relationship between the true self, rejection sensitivity, and use of online dating sites",The Journal of Social Psychology,NA,"0022-4545, 1940-1183",10.1080/00224545.2017.1389684,https://www.tandfonline.com/doi/full/10.1080/00224545.2017.1389684,"Prior research (Blackhart et al., 2014) found that rejection-sensitive individuals are more likely to use online dating sites. The purpose of the current research was to explain the relationship between rejection sensitivity and online dating site usage. Study 1 examined whether true self mediated the relation between rejection sensitivity and online dating. Study 2 sought to replicate the findings of Study 1 and to examine whether self-disclosure moderated the relationship between true self and online dating in the mediation model. Results replicated those found by Blackhart et al. and also found that true self mediated the relationship between rejection sensitivity and online dating site usage. These findings suggest that rejection-sensitive individuals feel they can more easily represent their “true” selves in online environments, such as online dating sites, which partially explains why they are more likely to engage in online dating.",2018-07-04,2019-04-09T08:59:09Z,2019-04-09T08:59:18Z,2019-04-09T08:59:09Z,421-429,NA,4,158,NA,NA,Free to be me,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,NA,NA,C:\Users\Steve\Zotero\storage\3F52RMIV\Hance e.a. - 2018 - Free to be me The relationship between the true s.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001347
1348,TGGFGFLS,journalArticle,2018,"Colloff, Melissa F.; Wade, Kimberley A.; Strange, Deryn; Wixted, John T.","Filler-Siphoning Theory Does Not Predict the Effect of Lineup Fairness on the Ability to Discriminate Innocent From Guilty Suspects: Reply to Smith, Wells, Smalarz, and Lampinen (2018)",Psychological Science,NA,"0956-7976, 1467-9280",10.1177/0956797618786459,http://journals.sagepub.com/doi/10.1177/0956797618786459,NA,2018-09,2019-04-06T18:28:14Z,2019-04-06T18:28:46Z,2019-04-06T18:28:14Z,1552-1557,NA,9,29,NA,NA,Filler-Siphoning Theory Does Not Predict the Effect of Lineup Fairness on the Ability to Discriminate Innocent From Guilty Suspects,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Crossref,NA,NA,NA,C:\Users\Steve\Zotero\storage\QXZIXBPV\Colloff e.a. - 2018 - Filler-Siphoning Theory Does Not Predict the Effec.pdf,NA,OSBadgeOpenData,OSBadgePreregisteredPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,a001348
1349,TH8U49RC,journalArticle,2016,"Shaw, Alex; Choshen-Hillel, Shoham; Caruso, Eugene M.",The Development of Inequity Aversion: Understanding When (and Why) People Give Others the Bigger Piece of the Pie,Psychological Science,NA,0956-7976,10.1177/0956797616660548,https://doi.org/10.1177/0956797616660548,"Children and adults respond negatively to inequity. Traditional accounts of inequity aversion suggest that as children mature into adults, they become less likely to endorse all forms of inequity. We challenge the idea that children have a unified concern with inequity that simply becomes stronger with age. Instead, we argue that the developmental trajectory of inequity aversion depends on whether the inequity is seen as fair or unfair. In three studies (N = 501), 7- to 8-year-olds were more likely than 4- to 6-year-olds to create inequity that disadvantaged themselves—a fair type of inequity. In findings consistent with our theory, 7- to 8-year-olds were not more likely than 4- to 6-year-olds to endorse advantageous inequity (Study 1) or inequity created by third parties (Studies 2 and 3)—unfair types of inequity. We discuss how these results expand on recent accounts of children’s developing concerns with generosity and partiality.",2016-10-01,2018-03-20T01:06:00Z,2018-03-20T01:06:08Z,2018-03-20T01:06:00Z,1352-1359,NA,10,27,NA,Psychol Sci,The Development of Inequity Aversion,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\L6H8PGZW\Shaw et al. - 2016 - The Development of Inequity Aversion Understandin.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001349
1350,THTMBTAQ,journalArticle,2016,"Goodbourn, Patrick T.; Martini, Paolo; Barnett-Cowan, Michael; Harris, Irina M.; Livesey, Evan J.; Holcombe, Alex O.",Reconsidering Temporal Selection in the Attentional Blink,Psychological Science,NA,0956-7976,10.1177/0956797616654131,https://doi.org/10.1177/0956797616654131,"Two episodes of attentional selection cannot occur very close in time. This is the traditional account of the attentional blink, whereby observers fail to report the second of two temporally proximal targets. Recent analyses have challenged this simple account, suggesting that attentional selection during the attentional blink is not only (a) suppressed, but also (b) temporally advanced then delayed, and (c) temporally diffused. Here, we reanalyzed six data sets using mixture modeling of report errors, and revealed much simpler dynamics. Exposing a problem inherent in previous analyses, we found evidence of a second attentional episode only when the second target (T2) follows the first (T1) by more than 100 to 250 ms. When a second episode occurs, suppression and delay reduce steadily as lag increases and temporal precision is stable. At shorter lags, both targets are reported from a single episode, which explains why T2 can escape the attentional blink when it immediately follows T1 (Lag-1 sparing).",2016-08-01,2018-03-20T01:11:10Z,2018-03-20T01:11:24Z,2018-03-20T01:11:10Z,1146-1156,NA,8,27,NA,Psychol Sci,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\R2LJYYS2\Goodbourn et al. - 2016 - Reconsidering Temporal Selection in the Attentiona.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001350
